period,stateid,stateDescription,sectorid,sectorName,customers,price,revenue,sales,customers-units,price-units,revenue-units,sales-units
2008-Q4,AL,Alabama,ALL,all sectors,2496559,9.23,1834.63395,19869.81863,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,AR,Arkansas,ALL,all sectors,1519380,7.55,782.37733,10358.02279,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,AZ,Arizona,ALL,all sectors,2842527,8.71,1480.3174,17000.59374,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,CA,California,ALL,all sectors,14882578,12.19,7963.73066,65346.72513,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,CO,Colorado,ALL,all sectors,2551376,8.22,1039.87933,12655.82876,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,CT,Connecticut,ALL,all sectors,1607919,18.1,1345.05662,7432.18716,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,DC,District of Columbia,ALL,all sectors,245997,13.21,362.4227,2742.6346,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,DE,Delaware,ALL,all sectors,442184,12.46,342.25018,2746.96356,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,ENC,East North Central,ALL,all sectors,22039024,8.69,12212.14532,140574.99772,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,ESC,East South Central,ALL,all sectors,9347788,8.41,6602.32628,78510.17362,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,FL,Florida,ALL,all sectors,9620191,11.11,5839.27931,52554.49688,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,GA,Georgia,ALL,all sectors,4600426,8.63,2625.97567,30438.52786,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,HI,Hawaii,ALL,all sectors,471998,29.4,754.42775,2566.17974,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,IA,Iowa,ALL,all sectors,1544371,6.63,740.95713,11168.1638,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,ID,Idaho,ALL,all sectors,782794,5.94,325.02953,5474.9461,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,IL,Illinois,ALL,all sectors,5667019,9.45,3310.62335,35027.39038,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,IN,Indiana,ALL,all sectors,3093598,7.49,1896.30724,25320.29811,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,KS,Kansas,ALL,all sectors,1514516,7.07,649.73023,9190.22236,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,KY,Kentucky,ALL,all sectors,2229919,6.44,1504.77673,23366.65637,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,LA,Louisiana,ALL,all sectors,2210398,9.45,1677.42063,17756.46984,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,MA,Massachusetts,ALL,all sectors,3049295,16.56,2187.34445,13211.99055,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,MAT,Middle Atlantic,ALL,all sectors,17786561,12.48,11143.97054,89322.13196,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,MD,Maryland,ALL,all sectors,2431981,13.11,1972.85425,15044.03665,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,ME,Maine,ALL,all sectors,786131,13.96,404.2856,2896.10403,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,MI,Michigan,ALL,all sectors,4840812,8.88,2244.64841,25278.20452,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,MN,Minnesota,ALL,all sectors,2563983,7.58,1277.84037,16861.70435,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,MO,Missouri,ALL,all sectors,3062117,6.46,1300.12771,20117.74739,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,MS,Mississippi,ALL,all sectors,1471709,9.29,1005.39529,10825.62137,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,MT,Montana,ALL,all sectors,564551,7.54,285.2319,3781.28525,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,MTN,Mountain,ALL,all sectors,10314224,7.86,4955.35663,63009.96403,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,NC,North Carolina,ALL,all sectors,4827308,8.11,2424.09724,29897.71469,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,ND,North Dakota,ALL,all sectors,379638,6.64,216.65136,3261.63302,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,NE,Nebraska,ALL,all sectors,979347,6.28,440.74046,7020.00724,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,NEW,New England,ALL,all sectors,6986799,16.38,4826.4899,29457.4542,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,NH,New Hampshire,ALL,all sectors,699949,15.19,392.96082,2586.91001,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,NJ,New Jersey,ALL,all sectors,3894094,13.7,2567.60675,18741.10551,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,NM,New Mexico,ALL,all sectors,984303,7.96,417.9742,5247.84403,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,NV,Nevada,ALL,all sectors,1212478,9.5,733.05299,7716.87277,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,NY,New York,ALL,all sectors,7949953,15.19,5222.44645,34380.33777,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,OH,Ohio,ALL,all sectors,5516984,8.52,3239.52174,38040.90181,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,OK,Oklahoma,ALL,all sectors,1920340,7.3,935.49586,12822.91722,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,OR,Oregon,ALL,all sectors,1874768,7.3,897.5941,12303.82244,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,PA,Pennsylvania,ALL,all sectors,5942514,9.26,3353.91734,36200.68867,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,PACC,Pacific Contiguous,ALL,all sectors,19924795,10.4,10287.82537,98964.00698,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,PACN,Pacific Noncontiguous,ALL,all sectors,789774,23.59,993.60102,4212.74835,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,RI,Rhode Island,ALL,all sectors,487145,16.8,320.27043,1906.16645,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,SAT,South Atlantic,ALL,all sectors,29195930,9.54,17786.99827,186517.04808,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,SC,South Carolina,ALL,all sectors,2423071,8.06,1461.85313,18148.22271,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,SD,South Dakota,ALL,all sectors,433376,7.15,192.94827,2699.72055,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,TN,Tennessee,ALL,all sectors,3149601,9.23,2257.5203,24448.07726,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,TX,Texas,ALL,all sectors,11091953,10.79,8330.12748,77183.47929,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,US,U.S. Total,ALL,all sectors,143604315,9.71,85353.13013,879008.61275,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,UT,Utah,ALL,all sectors,1052862,6.25,423.27229,6770.62462,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,VA,Virginia,ALL,all sectors,3591258,8.6,2251.6687,26187.07954,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,VT,Vermont,ALL,all sectors,356360,12.4,176.57201,1424.09602,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,WA,Washington,ALL,all sectors,3167449,6.69,1426.50061,21313.45943,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,WI,Wisconsin,ALL,all sectors,2920610,9,1521.04458,16908.20289,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,WNC,West North Central,ALL,all sectors,10477349,6.85,4818.99552,70319.19871,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,WSC,West South Central,ALL,all sectors,16742071,9.93,11725.4213,118120.88914,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,WV,West Virginia,ALL,all sectors,1013515,5.78,506.59709,8757.3716,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q4,WY,Wyoming,ALL,all sectors,323334,5.75,250.599,4361.96875,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,AK,Alaska,ALL,all sectors,318934,15.3,223.64981,1461.28938,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,AL,Alabama,ALL,all sectors,2496172,9.36,2384.95839,25483.9451,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,AR,Arkansas,ALL,all sectors,1524931,8.23,1095.94186,13316.67895,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,AZ,Arizona,ALL,all sectors,2825880,9.85,2414.04546,24516.38086,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,CA,California,ALL,all sectors,14877695,13.67,10479.04715,76678.80959,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,CO,Colorado,ALL,all sectors,2556788,9.55,1364.61402,14292.40196,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,CT,Connecticut,ALL,all sectors,1614939,18.58,1568.82553,8441.68593,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,DC,District of Columbia,ALL,all sectors,243789,13.93,454.31598,3261.61384,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,DE,Delaware,ALL,all sectors,441861,13.02,428.67948,3293.33985,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,ENC,East North Central,ALL,all sectors,22017527,8.96,13948.78705,155720.2494,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,ESC,East South Central,ALL,all sectors,9360488,8.42,7714.40875,91594.23773,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,FL,Florida,ALL,all sectors,9627538,11.08,7327.50478,66136.18467,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,GA,Georgia,ALL,all sectors,4603235,9.69,3800.61138,39226.5253,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,HI,Hawaii,ALL,all sectors,472248,32.5,880.82681,2710.38482,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,IA,Iowa,ALL,all sectors,1543954,7.71,904.88734,11741.0138,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,ID,Idaho,ALL,all sectors,781973,5.91,395.55485,6691.29623,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,IL,Illinois,ALL,all sectors,5683214,9.67,3783.698,39112.29181,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,IN,Indiana,ALL,all sectors,3088089,7.44,2101.492,28255.63553,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,KS,Kansas,ALL,all sectors,1517116,8.25,949.91371,11509.38187,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,KY,Kentucky,ALL,all sectors,2233479,6.76,1574.8181,23303.67852,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,LA,Louisiana,ALL,all sectors,2211925,10.66,2451.33899,23004.02418,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,MA,Massachusetts,ALL,all sectors,3043385,16.86,2554.07294,15152.17346,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,MAT,Middle Atlantic,ALL,all sectors,17772792,14.62,15034.97135,102824.57426,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,MD,Maryland,ALL,all sectors,2428531,13.96,2414.70905,17302.19319,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,ME,Maine,ALL,all sectors,786994,13.91,425.3788,3057.88076,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,MI,Michigan,ALL,all sectors,4806796,9.51,2674.923,28141.64529,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,MN,Minnesota,ALL,all sectors,2565803,8.35,1501.8412,17990.81801,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,MO,Missouri,ALL,all sectors,3094666,7.78,1794.0742,23069.55615,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,MS,Mississippi,ALL,all sectors,1474307,9.82,1359.59333,13845.78537,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,MT,Montana,ALL,all sectors,568908,8.06,308.8228,3832.48041,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,MTN,Mountain,ALL,all sectors,10304686,8.89,6989.86665,78623.6152,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,NC,North Carolina,ALL,all sectors,4818646,8.36,3075.04235,36789.03765,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,ND,North Dakota,ALL,all sectors,378551,7.06,202.33363,2864.93263,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,NE,Nebraska,ALL,all sectors,1013918,7.32,581.21347,7938.61993,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,NEW,New England,ALL,all sectors,6998632,16.66,5518.6613,33132.11154,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,NH,New Hampshire,ALL,all sectors,704144,15.11,438.27277,2899.93286,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,NJ,New Jersey,ALL,all sectors,3898619,16.28,3815.3311,23442.62245,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,NM,New Mexico,ALL,all sectors,983038,9.28,565.10417,6091.28654,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,NV,Nevada,ALL,all sectors,1214012,10.21,1148.13491,11244.57363,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,NY,New York,ALL,all sectors,7939278,18.47,7449.3789,40335.14715,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,OH,Ohio,ALL,all sectors,5517371,8.75,3660.32653,41827.12354,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,OK,Oklahoma,ALL,all sectors,1918525,9.05,1485.62803,16409.70633,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,OR,Oregon,ALL,all sectors,1880163,7.1,845.59202,11906.84243,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,PA,Pennsylvania,ALL,all sectors,5934894,9.66,3770.26135,39046.80469,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,PACC,Pacific Contiguous,ALL,all sectors,19937724,11.62,12620.67373,108586.39609,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,PACN,Pacific Noncontiguous,ALL,all sectors,791182,26.48,1104.47662,4171.6742,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,RI,Rhode Island,ALL,all sectors,491583,16.57,351.40726,2121.1075,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,SAT,South Atlantic,ALL,all sectors,29182514,9.92,22510.98555,226918.59196,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,SC,South Carolina,ALL,all sectors,2425556,8.32,1905.17436,22900.47878,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,SD,South Dakota,ALL,all sectors,433806,7.47,207.34634,2773.89242,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,TN,Tennessee,ALL,all sectors,3156530,8.27,2395.03893,28960.82873,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,TX,Texas,ALL,all sectors,11037735,11.84,12079.70159,101999.13211,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,US,U.S. Total,ALL,all sectors,143606475,10.51,108697.05132,1034189.20672,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,UT,Utah,ALL,all sectors,1050934,7.06,556.24626,7874.97981,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,VA,Virginia,ALL,all sectors,3582633,8.84,2630.11372,29737.51028,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,VT,Vermont,ALL,all sectors,357588,12.38,180.704,1459.33105,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,WA,Washington,ALL,all sectors,3179866,6.48,1296.03456,20000.74407,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,WI,Wisconsin,ALL,all sectors,2922056,9.4,1728.34752,18383.55325,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,WNC,West North Central,ALL,all sectors,10547814,7.89,6141.60989,77888.2148,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,WSC,West South Central,ALL,all sectors,16693116,11.06,17112.61048,154729.54156,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,WV,West Virginia,ALL,all sectors,1010726,5.74,474.83448,8271.70843,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q3,WY,Wyoming,ALL,all sectors,323154,5.82,237.34419,4080.21578,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,AK,Alaska,ALL,all sectors,317039,15.19,222.27126,1462.96838,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,AL,Alabama,ALL,all sectors,2488259,8.26,1827.32806,22115.87028,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,AR,Arkansas,ALL,all sectors,1513728,7.77,848.61139,10918.25015,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,AZ,Arizona,ALL,all sectors,2827250,9.38,1715.16025,18282.1808,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,CA,California,ALL,all sectors,14740926,12.34,7851.80212,63612.31821,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,CO,Colorado,ALL,all sectors,2541127,8.77,1092.2506,12449.46538,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,CT,Connecticut,ALL,all sectors,1614208,17.6,1260.29487,7161.76944,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,DC,District of Columbia,ALL,all sectors,243112,13.13,379.49424,2890.98912,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,DE,Delaware,ALL,all sectors,440675,12.46,333.24356,2674.91861,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,ENC,East North Central,ALL,all sectors,22063990,8.48,11763.68471,138666.68801,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,ESC,East South Central,ALL,all sectors,9333582,7.67,6089.75553,79384.40494,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,FL,Florida,ALL,all sectors,9655157,10.51,5923.66872,56363.32938,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,GA,Georgia,ALL,all sectors,4591859,8.92,2937.6355,32918.54163,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,HI,Hawaii,ALL,all sectors,472061,28.33,734.24827,2592.01535,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,IA,Iowa,ALL,all sectors,1543376,6.85,739.79861,10799.23153,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,ID,Idaho,ALL,all sectors,777796,5.58,327.16552,5866.30954,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,IL,Illinois,ALL,all sectors,5714599,9.24,3125.68459,33837.63185,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,IN,Indiana,ALL,all sectors,3087927,6.95,1751.7408,25195.40018,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,KS,Kansas,ALL,all sectors,1511483,7.65,740.30391,9671.95103,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,KY,Kentucky,ALL,all sectors,2229371,6.16,1336.13085,21703.28594,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,LA,Louisiana,ALL,all sectors,2204420,9.25,1789.16282,19335.93127,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,MA,Massachusetts,ALL,all sectors,3042512,16.11,2128.31726,13209.10456,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,MAT,Middle Atlantic,ALL,all sectors,17759456,13.27,11660.38769,87842.08948,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,MD,Maryland,ALL,all sectors,2427757,12.77,1872.3961,14665.50554,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,ME,Maine,ALL,all sectors,785954,13.51,363.41377,2689.79115,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,MI,Michigan,ALL,all sectors,4815900,8.76,2235.64784,25530.11054,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,MN,Minnesota,ALL,all sectors,2557441,7.7,1235.90975,16048.46354,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,MO,Missouri,ALL,all sectors,3058426,7.17,1387.1931,19341.14002,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,MS,Mississippi,ALL,all sectors,1470443,8.69,1001.40804,11526.8865,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,MT,Montana,ALL,all sectors,568010,7.73,280.00209,3620.87864,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,MTN,Mountain,ALL,all sectors,10271409,8.3,5376.54549,64797.24993,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,NC,North Carolina,ALL,all sectors,4806212,7.78,2422.4193,31123.00195,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,ND,North Dakota,ALL,all sectors,376432,6.73,183.79084,2730.40104,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,NE,Nebraska,ALL,all sectors,975609,6.61,433.83555,6560.75593,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,NEW,New England,ALL,all sectors,6986716,15.91,4602.78587,28934.44303,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,NH,New Hampshire,ALL,all sectors,700502,14.38,377.72959,2626.61751,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,NJ,New Jersey,ALL,all sectors,3891222,14.43,2703.33041,18738.03603,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,NM,New Mexico,ALL,all sectors,980178,8.35,448.88442,5373.80778,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,NV,Nevada,ALL,all sectors,1209051,9.88,846.14214,8565.50556,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,NY,New York,ALL,all sectors,7934950,16.77,5626.95773,33545.39675,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,OH,Ohio,ALL,all sectors,5530133,8.42,3154.27258,37465.78722,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,OK,Oklahoma,ALL,all sectors,1913052,7.85,1073.75724,13674.43213,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,OR,Oregon,ALL,all sectors,1871606,7.19,834.02901,11600.73134,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,PA,Pennsylvania,ALL,all sectors,5933284,9.37,3330.09954,35558.65669,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,PACC,Pacific Contiguous,ALL,all sectors,19771073,10.41,10017.50208,96188.31548,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,PACN,Pacific Noncontiguous,ALL,all sectors,789100,23.59,956.51953,4054.98373,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,RI,Rhode Island,ALL,all sectors,487545,16.13,307.37584,1905.32736,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,SAT,South Atlantic,ALL,all sectors,29157626,9.14,17791.96172,194736.75688,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,SC,South Carolina,ALL,all sectors,2410393,7.76,1543.0985,19878.74849,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,SD,South Dakota,ALL,all sectors,429924,7.18,179.99389,2508.60261,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,TN,Tennessee,ALL,all sectors,3145509,8.01,1924.88859,24038.36224,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,TX,Texas,ALL,all sectors,11012925,11.08,9824.29213,88637.88093,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,US,U.S. Total,ALL,all sectors,143229770,9.69,86695.79181,894831.97163,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,UT,Utah,ALL,all sectors,1047825,6.59,439.02627,6657.14277,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,VA,Virginia,ALL,all sectors,3572259,7.41,1945.81055,26253.68111,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,VT,Vermont,ALL,all sectors,355995,12.35,165.65454,1341.83301,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,WA,Washington,ALL,all sectors,3158542,6.35,1331.67095,20975.26592,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,WI,Wisconsin,ALL,all sectors,2915430,8.99,1496.3389,16637.75825,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,WNC,West North Central,ALL,all sectors,10452692,7.24,4900.82566,67660.5457,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,WSC,West South Central,ALL,all sectors,16644126,10.21,13535.82356,132566.49447,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,WV,West Virginia,ALL,all sectors,1010201,5.45,434.19527,7968.04107,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-Q2,WY,Wyoming,ALL,all sectors,320172,5.72,227.91418,3981.95945,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
